"","host_acceptance_rate","host_identity_verified","property_type","host_response_time","number_of_reviews","review_scores_cleanliness","availability_365","review_scores_location","review_scores_value","bathrooms_text","price","neighbourhood_cleansed","room_type","accommodates","beds","minimum_nights","maximum_nights","has_availability","review_scores_checkin","review_scores_communication"
"4324","100%",TRUE,"Entire loft","within an hour",144,4.9,298,4.99,4.83,1.5,2523,"Cuauhtémoc","Entire home/apt",2,2,1,365,TRUE,4.83,4.83
"4325","100%",TRUE,"Entire rental unit","within an hour",0,4.75,348,4.83,4.71,1,2879,"Cuauhtémoc","Entire home/apt",2,NA,1,1125,TRUE,4.71,4.71
"4326","100%",TRUE,"Entire loft","within an hour",117,4.91,314,4.97,4.82,2.5,3174,"Cuauhtémoc","Entire home/apt",4,3,2,365,TRUE,4.82,4.82
"4327","100%",FALSE,"Private room in dome","N/A",1,1,365,1,1,1,350,"Álvaro Obregón","Private room",1,1,1,30,TRUE,1,1
"4328","100%",TRUE,"Entire rental unit","within an hour",0,4.75,347,4.83,4.71,1,2927,"Cuauhtémoc","Entire home/apt",2,NA,1,1125,TRUE,4.71,4.71
"4329","40%",TRUE,"Entire rental unit","within a few hours",0,4.75,2,4.83,4.71,1,672,"Coyoacán","Entire home/apt",2,1,4,1125,TRUE,4.71,4.71
"4330","100%",TRUE,"Private room in hut","N/A",0,4.75,364,4.83,4.71,1,6500,"Álvaro Obregón","Private room",6,3,1,365,TRUE,4.71,4.71
"4331","99%",TRUE,"Entire loft","within an hour",189,4.92,345,4.93,4.88,1,1201,"Cuauhtémoc","Entire home/apt",4,2,1,180,TRUE,4.88,4.88
"4332","50%",TRUE,"Private room in home","N/A",2,5,179,5,5,1,1000,"Coyoacán","Private room",2,1,1,1125,TRUE,5,5
"4333","98%",TRUE,"Entire condo","within an hour",269,4.82,36,4.92,4.85,2,1619,"Miguel Hidalgo","Entire home/apt",7,4,2,1125,TRUE,4.85,4.85
"4334","100%",TRUE,"Entire rental unit","N/A",37,4.89,270,4.81,4.86,1,750,"Álvaro Obregón","Entire home/apt",2,1,30,30,TRUE,4.86,4.86
"4335","0%",TRUE,"Entire home","a few days or more",6,4.5,178,4.5,4.67,3.5,3800,"Tlalpan","Entire home/apt",10,6,2,90,TRUE,4.67,4.67
"4336","N/A",TRUE,"Entire home","N/A",1,5,179,5,5,2,4000,"Coyoacán","Entire home/apt",4,2,2,1125,TRUE,5,5
"4337","N/A",TRUE,"Shared room in guest suite","N/A",0,4.75,365,4.83,4.71,1,1300,"Cuajimalpa de Morelos","Shared room",3,1,1,7,TRUE,4.71,4.71
"4338","98%",TRUE,"Entire rental unit","within an hour",9,4.89,363,4.56,4.22,1,549,"Cuauhtémoc","Entire home/apt",1,1,2,1125,TRUE,4.22,4.22
"4339","99%",TRUE,"Entire condo","within an hour",144,4.93,92,4.89,4.86,1,1367,"Benito Juárez","Entire home/apt",2,1,3,1125,TRUE,4.86,4.86
"4340","98%",TRUE,"Entire rental unit","within an hour",55,4.65,361,4.62,4.49,1,489,"Cuauhtémoc","Entire home/apt",3,1,2,1125,TRUE,4.49,4.49
"4341","100%",TRUE,"Room in boutique hotel","within a few hours",13,4.69,0,4.85,4.62,1,750,"Coyoacán","Hotel room",2,NA,1,1125,TRUE,4.62,4.62
"4342","98%",TRUE,"Private room in rental unit","within an hour",35,4.91,361,4.94,4.63,1,311,"Benito Juárez","Private room",2,1,2,1125,TRUE,4.63,4.63
"4343","99%",TRUE,"Entire rental unit","within an hour",23,4.83,344,5,4.65,1,1180,"Cuauhtémoc","Entire home/apt",2,2,1,1125,TRUE,4.65,4.65
"4344","100%",TRUE,"Entire condo","within an hour",212,4.85,300,4.93,4.82,2,1943,"Miguel Hidalgo","Entire home/apt",4,2,2,1125,TRUE,4.82,4.82
"4345","99%",TRUE,"Entire loft","within an hour",135,4.76,301,4.93,4.75,1,770,"Tlalpan","Entire home/apt",2,1,1,1125,TRUE,4.75,4.75
"4346","N/A",TRUE,"Entire rental unit","N/A",7,4.43,0,5,4.71,2.5,3268,"Miguel Hidalgo","Entire home/apt",3,1,3,1125,TRUE,4.71,4.71
"4347","N/A",TRUE,"Entire condo","N/A",38,4.79,0,4.95,4.87,1,1095,"Iztacalco","Entire home/apt",6,5,2,1125,TRUE,4.87,4.87
"4348","100%",TRUE,"Entire rental unit","within a few hours",52,4.76,334,4.88,4.76,1,1607,"Miguel Hidalgo","Entire home/apt",3,5,2,1125,TRUE,4.76,4.76
"4349","99%",TRUE,"Private room in rental unit","within an hour",94,4.88,245,4.94,4.94,1,425,"Cuauhtémoc","Private room",2,1,2,90,TRUE,4.94,4.94
"4350","N/A",TRUE,"Private room in guest suite","N/A",0,4.75,364,4.83,4.71,1,500,"Álvaro Obregón","Private room",2,1,1,365,TRUE,4.71,4.71
"4351","100%",TRUE,"Entire rental unit","within an hour",87,4.78,65,4.77,4.82,2,679,"Coyoacán","Entire home/apt",5,3,2,30,TRUE,4.82,4.82
"4352","98%",TRUE,"Entire rental unit","within an hour",7,3.57,360,3.57,4.14,2,860,"Cuauhtémoc","Entire home/apt",5,3,3,1125,TRUE,4.14,4.14
"4353","80%",TRUE,"Private room in home","within an hour",48,4.77,359,4.72,4.77,1.5,300,"Coyoacán","Private room",2,1,3,1125,TRUE,4.77,4.77
"4354","100%",TRUE,"Entire condo","within an hour",0,4.75,362,4.83,4.71,1,1006,"Iztapalapa","Entire home/apt",1,1,3,30,TRUE,4.71,4.71
"4355","100%",TRUE,"Private room in condo","within an hour",6,4.83,365,5,5,1,1000,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,5,5
"4356","100%",TRUE,"Entire condo","within a few hours",0,4.75,360,4.83,4.71,2,550,"Tlalpan","Entire home/apt",3,2,30,365,TRUE,4.71,4.71
"4357","N/A",TRUE,"Entire home","N/A",28,4.96,0,5,4.93,3.5,3000,"Cuauhtémoc","Entire home/apt",10,7,2,1125,TRUE,4.93,4.93
"4358","93%",TRUE,"Private room in rental unit","within a few hours",8,4.13,144,4.88,4.63,1,450,"Cuauhtémoc","Private room",1,1,2,180,TRUE,4.63,4.63
"4359","99%",TRUE,"Entire rental unit","within an hour",96,4.86,55,4.98,4.89,1,800,"Tlalpan","Entire home/apt",2,1,1,1125,TRUE,4.89,4.89
"4360","N/A",TRUE,"Entire condo","N/A",1,5,0,5,5,1,650,"Iztacalco","Entire home/apt",4,4,3,1125,TRUE,5,5
"4361","100%",TRUE,"Entire loft","within an hour",500,4.46,351,4.96,4.54,1,950,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,4.54,4.54
"4362","0%",TRUE,"Private room in rental unit","a few days or more",0,4.75,90,4.83,4.71,1,650,"Miguel Hidalgo","Private room",1,1,4,1125,TRUE,4.71,4.71
"4363","100%",TRUE,"Entire rental unit","within an hour",74,4.96,147,4.85,4.92,2,900,"Benito Juárez","Entire home/apt",3,2,3,60,TRUE,4.92,4.92
"4364","80%",TRUE,"Entire serviced apartment","within an hour",84,4.77,85,4.94,4.5,1,1000,"Miguel Hidalgo","Entire home/apt",2,1,1,180,TRUE,4.5,4.5
"4365","100%",TRUE,"Entire condo","within an hour",151,4.81,88,4.97,4.87,2,1550,"Cuauhtémoc","Entire home/apt",8,6,2,1125,TRUE,4.87,4.87
"4366","97%",TRUE,"Private room in condo","within an hour",74,5,164,4.96,4.95,1,450,"Cuauhtémoc","Private room",1,1,2,1125,TRUE,4.95,4.95
"4367","0%",TRUE,"Private room in condo","a few days or more",1,4.75,179,4.83,4.71,1,500,"Benito Juárez","Private room",1,1,1,1125,TRUE,4.71,4.71
"4368","100%",TRUE,"Entire rental unit","within an hour",78,4.97,346,4.88,4.95,1.5,1265,"Coyoacán","Entire home/apt",4,3,3,60,TRUE,4.95,4.95
"4369","100%",TRUE,"Private room in home","within an hour",13,4.92,87,5,4.92,1,400,"Benito Juárez","Private room",3,1,2,30,TRUE,4.92,4.92
"4370","100%",TRUE,"Private room in rental unit","within an hour",39,4.87,4,5,4.82,1,950,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.82,4.82
"4371","100%",TRUE,"Entire home","within an hour",103,4.85,19,4.96,4.9,2.5,1390,"Tlalpan","Entire home/apt",9,5,2,1125,TRUE,4.9,4.9
"4372","100%",TRUE,"Entire rental unit","within an hour",264,4.92,298,4.65,4.78,1,1481,"Miguel Hidalgo","Entire home/apt",2,1,1,1125,TRUE,4.78,4.78
"4373","100%",TRUE,"Private room in rental unit","N/A",0,4.75,89,4.83,4.71,1,2000,"Cuauhtémoc","Private room",2,2,1,3,TRUE,4.71,4.71
"4374","100%",TRUE,"Entire rental unit","within an hour",35,4.71,348,4.89,4.77,1,700,"Benito Juárez","Entire home/apt",5,3,3,1125,TRUE,4.77,4.77
"4375","100%",TRUE,"Private room in rental unit","N/A",0,4.75,88,4.83,4.71,1,350,"Cuauhtémoc","Private room",1,1,1,1125,TRUE,4.71,4.71
"4376","97%",TRUE,"Entire rental unit","within an hour",10,4.4,337,4.7,4.6,1,724,"Cuauhtémoc","Entire home/apt",3,2,2,1125,TRUE,4.6,4.6
"4377","100%",TRUE,"Room in serviced apartment","within an hour",170,4.81,72,4.95,4.82,1,871,"Cuauhtémoc","Hotel room",2,1,1,1125,TRUE,4.82,4.82
"4378","100%",TRUE,"Entire rental unit","within an hour",463,4.83,243,4.94,4.9,1,574,"Coyoacán","Entire home/apt",3,2,1,7,TRUE,4.9,4.9
"4379","100%",TRUE,"Entire rental unit","within an hour",173,4.91,205,4.98,4.92,1,762,"Cuauhtémoc","Entire home/apt",2,1,2,15,TRUE,4.92,4.92
"4380","95%",TRUE,"Private room in home","within an hour",35,4.69,91,4.89,4.63,1,470,"Cuauhtémoc","Private room",1,1,2,20,TRUE,4.63,4.63
"4381","N/A",TRUE,"Entire rental unit","N/A",2,4.5,0,5,4.5,1,950,"Cuauhtémoc","Entire home/apt",3,2,2,180,TRUE,4.5,4.5
"4382","100%",FALSE,"Entire rental unit","within an hour",22,4.82,240,4.64,4.77,1,500,"Coyoacán","Entire home/apt",3,1,3,1125,TRUE,4.77,4.77
"4383","N/A",TRUE,"Private room in rental unit","N/A",0,4.75,178,4.83,4.71,1,900,"Cuauhtémoc","Private room",2,2,2,30,TRUE,4.71,4.71
"4384","100%",TRUE,"Entire rental unit","within an hour",137,4.88,356,4.92,4.82,2,1069,"Cuauhtémoc","Entire home/apt",6,3,1,365,TRUE,4.82,4.82
"4385","88%",TRUE,"Private room in condo","N/A",4,4.5,362,5,4.75,1,500,"Cuauhtémoc","Private room",1,1,3,1125,TRUE,4.75,4.75
"4386","21%",TRUE,"Entire rental unit","within a few hours",2,2,333,5,3.5,1,610,"Benito Juárez","Entire home/apt",4,1,15,1125,TRUE,3.5,3.5
"4387","100%",TRUE,"Entire condo","within an hour",30,4.8,356,4.97,4.8,1,900,"Benito Juárez","Entire home/apt",4,3,3,14,TRUE,4.8,4.8
"4388","92%",TRUE,"Private room in home","within an hour",11,4.55,363,5,4.73,1,400,"Benito Juárez","Private room",1,1,1,1125,TRUE,4.73,4.73
"4389","100%",TRUE,"Entire rental unit","within an hour",106,4.66,305,5,4.79,2,1971,"Cuauhtémoc","Entire home/apt",4,1,1,365,TRUE,4.79,4.79
"4390","88%",TRUE,"Private room in home","within an hour",12,4.75,355,4.92,4.5,1,315,"Tlalpan","Private room",1,1,1,365,TRUE,4.5,4.5
"4391","100%",TRUE,"Entire home","within a few hours",59,4.95,178,4.95,4.93,3.5,2987,"Venustiano Carranza","Entire home/apt",10,7,3,1125,TRUE,4.93,4.93
"4392","88%",TRUE,"Private room in home","within an hour",9,4.22,331,5,4.56,1,330,"Tlalpan","Private room",2,1,1,1125,TRUE,4.56,4.56
"4393","100%",TRUE,"Private room in guest suite","within an hour",1,4,329,5,5,1,1245,"Álvaro Obregón","Private room",3,2,2,90,TRUE,5,5
"4394","100%",TRUE,"Entire home","within an hour",97,4.88,215,4.99,4.86,4,4233,"Miguel Hidalgo","Entire home/apt",15,7,1,1125,TRUE,4.86,4.86
"4395","96%",TRUE,"Entire condo","within an hour",25,4.76,352,4.6,4.8,3,1825,"Cuajimalpa de Morelos","Entire home/apt",4,2,2,365,TRUE,4.8,4.8
"4396","100%",TRUE,"Entire rental unit","within a day",31,4.9,85,4.94,4.97,1,1000,"Cuauhtémoc","Entire home/apt",4,2,3,1125,TRUE,4.97,4.97
"4397","100%",TRUE,"Private room in home","within an hour",20,4.8,6,5,4.85,1,400,"Benito Juárez","Private room",3,2,2,30,TRUE,4.85,4.85
"4398","96%",TRUE,"Entire condo","within an hour",19,4.89,364,4.74,4.89,2.5,2087,"Cuajimalpa de Morelos","Entire home/apt",6,3,2,1125,TRUE,4.89,4.89
"4399","96%",TRUE,"Entire condo","within an hour",29,4.86,351,4.83,4.9,2.5,2295,"Cuajimalpa de Morelos","Entire home/apt",6,3,2,1125,TRUE,4.9,4.9
"4400","100%",FALSE,"Private room in rental unit","N/A",0,4.75,364,4.83,4.71,3,3500,"Cuauhtémoc","Private room",4,3,1,1,TRUE,4.71,4.71
"4401","100%",TRUE,"Entire rental unit","within an hour",118,4.64,177,4.86,4.66,1,925,"Benito Juárez","Entire home/apt",4,2,1,7,TRUE,4.66,4.66
"4402","100%",TRUE,"Private room in serviced apartment","within an hour",3,5,297,5,5,1,3360,"Cuauhtémoc","Private room",4,2,1,365,TRUE,5,5
"4403","100%",FALSE,"Private room in serviced apartment","N/A",13,4.92,364,5,4.69,2.5,2723,"Miguel Hidalgo","Private room",1,1,4,1125,TRUE,4.69,4.69
"4404","100%",TRUE,"Entire serviced apartment","within an hour",41,4.83,328,4.88,4.73,2,4144,"Miguel Hidalgo","Entire home/apt",6,4,2,29,TRUE,4.73,4.73
"4405","N/A",TRUE,"Entire rental unit","N/A",18,4.67,0,4.78,4.61,1,589,"Iztacalco","Entire home/apt",3,1,2,1125,TRUE,4.61,4.61
"4406","0%",TRUE,"Entire condo","N/A",0,4.75,358,4.83,4.71,2,1550,"Cuauhtémoc","Entire home/apt",2,1,4,20,TRUE,4.71,4.71
"4407","96%",TRUE,"Entire condo","within an hour",39,4.82,354,4.72,4.74,3,1838,"Cuajimalpa de Morelos","Entire home/apt",4,2,2,365,TRUE,4.74,4.74
"4408","96%",TRUE,"Entire condo","within an hour",33,4.73,365,4.64,4.76,2,2118,"Cuajimalpa de Morelos","Entire home/apt",5,2,2,1125,TRUE,4.76,4.76
"4409","100%",TRUE,"Entire rental unit","within an hour",44,4.88,365,5,4.44,1,2080,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,4.44,4.44
"4410","100%",FALSE,"Private room in guest suite","within a day",2,5,364,5,4.5,1,380,"Cuajimalpa de Morelos","Private room",1,1,6,360,TRUE,4.5,4.5
"4411","98%",TRUE,"Entire loft","within an hour",550,4.83,24,4.87,4.86,1,671,"Coyoacán","Entire home/apt",6,2,1,1125,TRUE,4.86,4.86
"4412","N/A",TRUE,"Entire rental unit","N/A",70,4.72,27,4.94,4.78,1,750,"Benito Juárez","Entire home/apt",4,2,1,1125,TRUE,4.78,4.78
"4413","96%",TRUE,"Entire condo","within an hour",24,4.96,340,4.75,4.96,2.5,1663,"Cuajimalpa de Morelos","Entire home/apt",4,3,2,1125,TRUE,4.96,4.96
"4414","96%",FALSE,"Private room in serviced apartment","within an hour",5,5,362,4.8,4.8,2,1300,"Cuajimalpa de Morelos","Private room",4,3,1,1125,TRUE,4.8,4.8
"4415","100%",TRUE,"Entire rental unit","within an hour",53,4.94,336,4.91,4.98,2.5,2200,"Miguel Hidalgo","Entire home/apt",5,4,2,1125,TRUE,4.98,4.98
"4416","67%",TRUE,"Private room in rental unit","within a day",4,5,361,5,4.75,1,514,"Cuauhtémoc","Private room",1,1,1,3,TRUE,4.75,4.75
"4417","100%",TRUE,"Entire guest suite","N/A",11,4.82,1,4.82,4.82,1,279,"Iztapalapa","Entire home/apt",1,1,1,1125,TRUE,4.82,4.82
"4418","N/A",FALSE,"Private room in rental unit","N/A",0,4.75,179,4.83,4.71,1,500,"Coyoacán","Private room",1,1,1,1125,TRUE,4.71,4.71
"4419","98%",TRUE,"Entire rental unit","within an hour",224,4.86,67,4.92,4.76,1,489,"Cuauhtémoc","Entire home/apt",2,2,1,6,TRUE,4.76,4.76
"4420","100%",TRUE,"Private room in home","within an hour",9,4.11,202,4.67,4.11,1.5,520,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.11,4.11
"4421","100%",TRUE,"Private room in home","within an hour",53,4.96,350,5,4.92,1,720,"Álvaro Obregón","Private room",2,1,2,180,TRUE,4.92,4.92
"4422","100%",TRUE,"Entire rental unit","within an hour",25,4.88,322,4.96,4.8,2,1974,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,4.8,4.8
"4423","N/A",TRUE,"Entire condo","within a day",5,5,57,5,4.75,1,478,"Tlalpan","Entire home/apt",2,1,15,1125,TRUE,4.75,4.75
"4424","98%",TRUE,"Private room in home","within an hour",15,4.53,169,4.87,4.67,1,494,"Cuauhtémoc","Private room",2,1,1,1125,TRUE,4.67,4.67
"4425","100%",TRUE,"Entire condo","within an hour",52,4.88,354,5,4.94,2,1564,"Cuauhtémoc","Entire home/apt",5,3,2,1125,TRUE,4.94,4.94
"4426","99%",TRUE,"Entire rental unit","within an hour",35,4.63,0,5,4.69,1,664,"Cuauhtémoc","Entire home/apt",2,1,2,90,TRUE,4.69,4.69
"4427","97%",TRUE,"Private room in home","within an hour",179,4.78,358,4.97,4.77,1,397,"Cuauhtémoc","Private room",1,1,1,30,TRUE,4.77,4.77
"4428","N/A",TRUE,"Entire condo","within a few hours",1,5,224,5,5,1,672,"Benito Juárez","Entire home/apt",2,1,14,1125,TRUE,5,5
"4429","96%",TRUE,"Entire condo","within an hour",18,4.89,351,4.89,4.78,3,1838,"Cuajimalpa de Morelos","Entire home/apt",4,2,2,365,TRUE,4.78,4.78
"4430","99%",TRUE,"Entire rental unit","within an hour",136,4.9,258,4.93,4.85,1,899,"Benito Juárez","Entire home/apt",4,3,2,1125,TRUE,4.85,4.85
"4431","N/A",TRUE,"Private room in rental unit","N/A",78,4.76,47,4.71,4.72,1,471,"Cuauhtémoc","Private room",3,2,2,1125,TRUE,4.72,4.72
"4432","0%",FALSE,"Entire rental unit","within a day",13,4.75,59,4.83,4.83,2.5,1434,"Cuauhtémoc","Entire home/apt",4,2,2,30,TRUE,4.83,4.83
"4433","100%",TRUE,"Private room in home","within an hour",22,5,87,4.91,4.95,1,270,"Coyoacán","Private room",1,1,3,1125,TRUE,4.95,4.95
"4434","92%",TRUE,"Entire rental unit","within an hour",7,4.83,262,5,4.83,2,889,"Benito Juárez","Entire home/apt",6,2,2,1125,TRUE,4.83,4.83
"4435","100%",TRUE,"Entire rental unit","within an hour",74,4.63,175,5,4.56,1,2340,"Cuauhtémoc","Entire home/apt",4,2,1,1125,TRUE,4.56,4.56
"4436","100%",TRUE,"Entire guest suite","within an hour",28,4.96,73,4.93,4.96,1,410,"Coyoacán","Entire home/apt",5,1,2,1125,TRUE,4.96,4.96
"4437","100%",FALSE,"Private room in condo","within an hour",69,4.94,90,4.97,4.93,1,600,"Venustiano Carranza","Private room",2,1,1,90,TRUE,4.93,4.93
"4438","100%",TRUE,"Entire condo","N/A",34,4.97,241,4.94,4.94,1,762,"Álvaro Obregón","Entire home/apt",2,2,2,1125,TRUE,4.94,4.94
"4439","100%",TRUE,"Entire guest suite","within an hour",89,4.94,355,4.92,4.94,1,580,"Coyoacán","Entire home/apt",2,1,1,1125,TRUE,4.94,4.94
"4440","100%",TRUE,"Room in serviced apartment","within an hour",258,4.9,74,4.97,4.79,1,762,"Cuauhtémoc","Hotel room",2,1,1,1125,TRUE,4.79,4.79
"4441","98%",TRUE,"Private room in guest suite","within an hour",106,4.94,343,4.83,4.92,1,331,"Álvaro Obregón","Private room",2,2,2,120,TRUE,4.92,4.92
"4442","100%",TRUE,"Entire rental unit","within an hour",57,4.79,355,4.95,4.47,2,1990,"Cuajimalpa de Morelos","Entire home/apt",6,5,6,1124,TRUE,4.47,4.47
"4443","100%",TRUE,"Private room in home","within an hour",110,4.93,0,5,4.96,1,601,"Cuauhtémoc","Private room",4,2,2,1125,TRUE,4.96,4.96
"4444","N/A",FALSE,"Private room in serviced apartment","N/A",1,5,358,5,5,1,240,"Tlalpan","Private room",1,1,30,1125,TRUE,5,5
"4445","84%",TRUE,"Entire rental unit","within an hour",79,4.94,333,4.87,4.75,2,1999,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,4.75,4.75
"4446","100%",TRUE,"Private room in rental unit","within a few hours",2,5,360,5,5,2,4098,"Miguel Hidalgo","Private room",4,2,1,1125,TRUE,5,5
"4447","75%",FALSE,"Entire rental unit","within a few hours",28,4.54,328,4.86,4.82,1,514,"Azcapotzalco","Entire home/apt",3,1,3,15,TRUE,4.82,4.82
"4448","100%",TRUE,"Entire rental unit","within an hour",27,4.85,151,4.89,4.81,4,2600,"Cuauhtémoc","Entire home/apt",12,6,1,180,TRUE,4.81,4.81
"4449","97%",TRUE,"Entire loft","within an hour",91,4.68,144,4.71,4.68,1,691,"Cuauhtémoc","Entire home/apt",4,1,2,1125,TRUE,4.68,4.68
"4450","41%",TRUE,"Entire rental unit","a few days or more",97,4.94,147,4.91,4.88,1,724,"Coyoacán","Entire home/apt",6,6,2,1125,TRUE,4.88,4.88
"4451","N/A",TRUE,"Entire home","N/A",69,4.86,209,4.99,4.9,2.5,1600,"Cuauhtémoc","Entire home/apt",4,2,5,1125,TRUE,4.9,4.9
"4452","100%",TRUE,"Entire rental unit","within an hour",333,4.7,362,4.88,4.62,1,1282,"Miguel Hidalgo","Entire home/apt",3,2,1,1125,TRUE,4.62,4.62
"4453","N/A",TRUE,"Entire rental unit","N/A",46,4.91,162,5,4.93,1,956,"Benito Juárez","Entire home/apt",4,2,3,1125,TRUE,4.93,4.93
"4454","100%",TRUE,"Entire condo","N/A",13,5,83,4.83,5,1,1300,"Miguel Hidalgo","Entire home/apt",2,1,4,1125,TRUE,5,5
"4455","0%",TRUE,"Private room in loft","N/A",0,4.75,364,4.83,4.71,1,600,"Miguel Hidalgo","Private room",1,1,1,3,TRUE,4.71,4.71
"4456","100%",TRUE,"Entire rental unit","within an hour",23,4.91,356,4.96,4.87,2.5,2357,"Miguel Hidalgo","Entire home/apt",4,2,7,365,TRUE,4.87,4.87
"4457","99%",TRUE,"Entire condo","within an hour",198,4.84,284,4.97,4.76,2.5,2983,"Cuauhtémoc","Entire home/apt",5,2,2,1125,TRUE,4.76,4.76
"4458","N/A",TRUE,"Entire rental unit","N/A",56,4.79,27,4.98,4.72,1,750,"Benito Juárez","Entire home/apt",4,3,1,1125,TRUE,4.72,4.72
"4459","N/A",TRUE,"Entire rental unit","within a day",91,4.81,89,4.98,4.77,1,396,"Benito Juárez","Entire home/apt",4,1,5,90,TRUE,4.77,4.77
"4460","96%",TRUE,"Entire rental unit","within an hour",111,4.87,356,4.93,4.9,1,1200,"Cuauhtémoc","Entire home/apt",6,3,2,30,TRUE,4.9,4.9
"4461","96%",TRUE,"Entire rental unit","within an hour",124,4.97,122,4.87,4.88,1,550,"Benito Juárez","Entire home/apt",2,1,2,28,TRUE,4.88,4.88
"4462","0%",FALSE,"Entire rental unit","within a day",25,4.84,120,5,4.88,2,945,"Miguel Hidalgo","Entire home/apt",4,2,1,1125,TRUE,4.88,4.88
"4463","100%",TRUE,"Private room in rental unit","within an hour",9,4.89,365,4.33,4.56,2,696,"Coyoacán","Private room",12,7,1,1125,TRUE,4.56,4.56
"4464","92%",TRUE,"Private room in rental unit","within an hour",13,4.77,87,4.69,4.69,1,500,"Gustavo A. Madero","Private room",2,1,1,1125,TRUE,4.69,4.69
"4465","92%",TRUE,"Private room in rental unit","within an hour",15,4.87,87,5,4.93,1,500,"Gustavo A. Madero","Private room",2,1,1,1125,TRUE,4.93,4.93
"4466","100%",TRUE,"Entire rental unit","within an hour",149,4.94,322,4.7,4.88,1,964,"Cuauhtémoc","Entire home/apt",4,2,1,1125,TRUE,4.88,4.88
"4467","N/A",TRUE,"Private room in rental unit","N/A",0,4.75,180,4.83,4.71,1,230,"Cuauhtémoc","Private room",1,1,180,540,TRUE,4.71,4.71
"4468","90%",TRUE,"Private room in guest suite","within an hour",32,4.87,365,4.81,4.71,1,300,"Benito Juárez","Private room",1,NA,5,1125,TRUE,4.71,4.71
"4469","100%",TRUE,"Entire rental unit","within an hour",45,4.76,365,4.96,4.69,1,2213,"Cuauhtémoc","Entire home/apt",4,2,2,1125,TRUE,4.69,4.69
"4470","90%",TRUE,"Private room in rental unit","within an hour",18,4.53,26,4.35,4.76,1,290,"Cuauhtémoc","Private room",2,2,6,1125,TRUE,4.76,4.76
"4471","98%",TRUE,"Entire serviced apartment","within an hour",39,5,279,4.97,5,2,1343,"Benito Juárez","Entire home/apt",4,2,2,364,TRUE,5,5
"4472","100%",TRUE,"Private room in home","within an hour",22,4.91,299,4.91,4.86,1,300,"Tlalpan","Private room",2,1,1,15,TRUE,4.86,4.86
"4473","100%",TRUE,"Entire condo","within an hour",9,4.38,0,5,4.75,2,1416,"Cuauhtémoc","Entire home/apt",2,1,2,1125,TRUE,4.75,4.75
"4474","100%",TRUE,"Private room in home","within an hour",45,4.98,342,5,4.98,1,720,"Álvaro Obregón","Private room",2,2,2,180,TRUE,4.98,4.98
"4475","100%",TRUE,"Entire rental unit","within an hour",153,4.8,169,4.98,4.84,2,1141,"Cuauhtémoc","Entire home/apt",2,1,1,1125,TRUE,4.84,4.84
"4476","100%",TRUE,"Entire rental unit","within an hour",68,4.79,81,4.85,4.82,1,1270,"Cuauhtémoc","Entire home/apt",4,3,3,100,TRUE,4.82,4.82
"4477","83%",TRUE,"Entire rental unit","within an hour",38,4.92,80,4.89,4.92,1,560,"Miguel Hidalgo","Entire home/apt",3,2,2,1125,TRUE,4.92,4.92
"4478","N/A",TRUE,"Private room in home","a few days or more",1,5,180,4,5,1,578,"Tlalpan","Private room",2,2,1,1125,TRUE,5,5
"4479","67%",TRUE,"Entire chalet","within a few hours",1,5,333,5,4,2,1100,"Álvaro Obregón","Entire home/apt",5,2,1,1125,TRUE,4,4
"4480","99%",TRUE,"Entire rental unit","within an hour",167,4.96,45,4.96,4.94,2,3041,"Cuauhtémoc","Entire home/apt",5,3,2,60,TRUE,4.94,4.94
